author,views,date,order
John Oliver Killens,11.1,10/1/2019,52
John Oliver Killens,11.0,11/1/2019,53
John Oliver Killens,9.2,12/1/2019,54
John Oliver Killens,14.0,1/1/2020,55
John Oliver Killens,16.1,2/1/2020,56
John Oliver Killens,11.5,3/1/2020,57
John Oliver Killens,17.9,4/1/2020,58
John Oliver Killens,13.0,5/1/2020,59
John Oliver Killens,24.0,6/1/2020,60
John Oliver Killens,15.7,7/1/2020,61
John Oliver Killens,13.5,8/1/2020,62
John Oliver Killens,13.9,9/1/2020,63
John Oliver Killens,11.7,10/1/2020,64
John Oliver Killens,14.8,11/1/2020,65
John Oliver Killens,11.1,12/1/2020,66
John Oliver Killens,16.1,1/1/2021,67
John Oliver Killens,23.3,2/1/2021,68
John Oliver Killens,15.6,3/1/2021,69
John Oliver Killens,11.6,4/1/2021,70
John Oliver Killens,14.3,5/1/2021,71
John Oliver Killens,12.3,6/1/2021,72
John Oliver Killens,18.5,7/1/2021,73
John Oliver Killens,20.0,8/1/2021,74
John Oliver Killens,13.7,9/1/2021,75
John Oliver Killens,10.7,10/1/2021,76
John Oliver Killens,10.3,11/1/2021,77
John Oliver Killens,9.3,12/1/2021,78
John Oliver Killens,14.7,1/1/2022,79
John Oliver Killens,18.4,2/1/2022,80
John Oliver Killens,8.0,3/1/2022,81
Langston Hughes,1381.9,7/1/2015,1
Langston Hughes,1310.7,8/1/2015,2
Langston Hughes,1760.3,9/1/2015,3
Langston Hughes,1837.5,10/1/2015,4
Langston Hughes,1917.1,11/1/2015,5
Langston Hughes,1753.6,12/1/2015,6
Langston Hughes,2317.6,1/1/2016,7
Langston Hughes,4395.4,2/1/2016,8
Langston Hughes,2479.1,3/1/2016,9
Langston Hughes,2267.8,4/1/2016,10
Langston Hughes,1913.3,5/1/2016,11
Langston Hughes,1295.7,6/1/2016,12
Langston Hughes,1170.6,7/1/2016,13
Langston Hughes,1285.5,8/1/2016,14
Langston Hughes,2062.2,9/1/2016,15
Langston Hughes,1983.0,10/1/2016,16
Langston Hughes,2384.1,11/1/2016,17
Langston Hughes,1742.3,12/1/2016,18
Langston Hughes,2516.2,1/1/2017,19
Langston Hughes,5013.1,2/1/2017,20
Langston Hughes,2584.6,3/1/2017,21
Langston Hughes,1946.9,4/1/2017,22
Langston Hughes,1825.0,5/1/2017,23
Langston Hughes,1121.8,6/1/2017,24
Langston Hughes,1055.5,7/1/2017,25
Langston Hughes,1153.5,8/1/2017,26
Langston Hughes,1712.0,9/1/2017,27
Langston Hughes,2292.5,10/1/2017,28
Langston Hughes,2040.3,11/1/2017,29
Langston Hughes,1828.1,12/1/2017,30
Langston Hughes,3074.5,1/1/2018,31
Langston Hughes,5063.1,2/1/2018,32
Langston Hughes,2928.0,3/1/2018,33
Langston Hughes,2558.6,4/1/2018,34
Langston Hughes,2050.7,5/1/2018,35
Langston Hughes,1227.9,6/1/2018,36
Langston Hughes,1520.6,7/1/2018,37
Langston Hughes,1634.6,8/1/2018,38
Langston Hughes,1785.9,9/1/2018,39
Langston Hughes,1756.0,10/1/2018,40
Langston Hughes,1775.0,11/1/2018,41
Langston Hughes,1488.9,12/1/2018,42
Langston Hughes,2447.1,1/1/2019,43
Langston Hughes,5569.6,2/1/2019,44
Langston Hughes,2630.0,3/1/2019,45
Langston Hughes,2111.9,4/1/2019,46
Langston Hughes,1790.7,5/1/2019,47
Langston Hughes,1286.3,6/1/2019,48
Langston Hughes,1478.0,7/1/2019,49
Langston Hughes,1464.3,8/1/2019,50
Langston Hughes,1716.1,9/1/2019,51
Langston Hughes,1757.0,10/1/2019,52
Langston Hughes,2166.3,11/1/2019,53
Langston Hughes,1483.1,12/1/2019,54
Langston Hughes,2196.2,1/1/2020,55
Langston Hughes,4283.3,2/1/2020,56
Langston Hughes,1972.6,3/1/2020,57
Langston Hughes,1881.4,4/1/2020,58
Langston Hughes,1811.8,5/1/2020,59
Langston Hughes,3694.7,6/1/2020,60
Langston Hughes,2047.0,7/1/2020,61
Langston Hughes,1610.0,8/1/2020,62
Langston Hughes,2538.9,9/1/2020,63
Langston Hughes,2030.5,10/1/2020,64
Langston Hughes,2039.8,11/1/2020,65
Langston Hughes,1661.8,12/1/2020,66
Langston Hughes,2246.3,1/1/2021,67
Langston Hughes,4454.0,2/1/2021,68
Langston Hughes,2259.1,3/1/2021,69
Langston Hughes,1840.1,4/1/2021,70
Langston Hughes,1666.7,5/1/2021,71
Langston Hughes,1335.5,6/1/2021,72
Langston Hughes,1319.8,7/1/2021,73
Langston Hughes,1181.0,8/1/2021,74
Langston Hughes,1913.7,9/1/2021,75
Langston Hughes,1784.5,10/1/2021,76
Langston Hughes,1721.9,11/1/2021,77
Langston Hughes,1398.2,12/1/2021,78
Langston Hughes,1685.5,1/1/2022,79
Langston Hughes,3473.4,2/1/2022,80
Langston Hughes,2624.5,3/1/2022,81
Margaret Walker,53.3,7/1/2015,1
Margaret Walker,43.6,8/1/2015,2
Margaret Walker,48.9,9/1/2015,3
Margaret Walker,47.2,10/1/2015,4
Margaret Walker,43.9,11/1/2015,5
Margaret Walker,43.5,12/1/2015,6
Margaret Walker,44.8,1/1/2016,7
Margaret Walker,85.5,2/1/2016,8
Margaret Walker,69.5,3/1/2016,9
Margaret Walker,58.1,4/1/2016,10
Margaret Walker,42.4,5/1/2016,11
Margaret Walker,54.3,6/1/2016,12
Margaret Walker,51.3,7/1/2016,13
Margaret Walker,49.7,8/1/2016,14
Margaret Walker,48.4,9/1/2016,15
Margaret Walker,53.6,10/1/2016,16
Margaret Walker,51.8,11/1/2016,17
Margaret Walker,43.7,12/1/2016,18
Margaret Walker,55.3,1/1/2017,19
Margaret Walker,97.4,2/1/2017,20
Margaret Walker,61.3,3/1/2017,21
Margaret Walker,47.0,4/1/2017,22
Margaret Walker,46.5,5/1/2017,23
Margaret Walker,35.0,6/1/2017,24
Margaret Walker,47.5,7/1/2017,25
Margaret Walker,47.6,8/1/2017,26
Margaret Walker,49.1,9/1/2017,27
Margaret Walker,52.8,10/1/2017,28
Margaret Walker,51.7,11/1/2017,29
Margaret Walker,42.6,12/1/2017,30
Margaret Walker,52.7,1/1/2018,31
Margaret Walker,117.4,2/1/2018,32
Margaret Walker,69.6,3/1/2018,33
Margaret Walker,61.9,4/1/2018,34
Margaret Walker,54.6,5/1/2018,35
Margaret Walker,37.6,6/1/2018,36
Margaret Walker,44.6,7/1/2018,37
Margaret Walker,45.6,8/1/2018,38
Margaret Walker,41.9,9/1/2018,39
Margaret Walker,41.7,10/1/2018,40
Margaret Walker,46.9,11/1/2018,41
Margaret Walker,43.1,12/1/2018,42
Margaret Walker,60.5,1/1/2019,43
Margaret Walker,93.5,2/1/2019,44
Margaret Walker,56.4,3/1/2019,45
Margaret Walker,59.0,4/1/2019,46
Margaret Walker,42.1,5/1/2019,47
Margaret Walker,34.5,6/1/2019,48
Margaret Walker,51.6,7/1/2019,49
Margaret Walker,44.7,8/1/2019,50
Margaret Walker,47.5,9/1/2019,51
Margaret Walker,44.9,10/1/2019,52
Margaret Walker,53.6,11/1/2019,53
Margaret Walker,43.4,12/1/2019,54
Margaret Walker,54.9,1/1/2020,55
Margaret Walker,84.8,2/1/2020,56
Margaret Walker,54.3,3/1/2020,57
Margaret Walker,51.5,4/1/2020,58
Margaret Walker,50.1,5/1/2020,59
Margaret Walker,87.3,6/1/2020,60
Margaret Walker,79.8,7/1/2020,61
Margaret Walker,49.3,8/1/2020,62
Margaret Walker,51.8,9/1/2020,63
Margaret Walker,58.5,10/1/2020,64
Margaret Walker,50.0,11/1/2020,65
Margaret Walker,43.3,12/1/2020,66
Margaret Walker,48.7,1/1/2021,67
Margaret Walker,107.8,2/1/2021,68
Margaret Walker,64.2,3/1/2021,69
Margaret Walker,51.9,4/1/2021,70
Margaret Walker,50.4,5/1/2021,71
Margaret Walker,39.8,6/1/2021,72
Margaret Walker,47.2,7/1/2021,73
Margaret Walker,34.7,8/1/2021,74
Margaret Walker,41.5,9/1/2021,75
Margaret Walker,37.6,10/1/2021,76
Margaret Walker,42.4,11/1/2021,77
Margaret Walker,34.9,12/1/2021,78
Margaret Walker,49.2,1/1/2022,79
Margaret Walker,74.6,2/1/2022,80
Margaret Walker,54.5,3/1/2022,81
Marlon James,19.9,7/1/2015,1
Marlon James,23.5,8/1/2015,2
Marlon James,26.1,9/1/2015,3
Marlon James,80.0,10/1/2015,4
Marlon James,35.3,11/1/2015,5
Marlon James,53.8,12/1/2015,6
Marlon James,31.9,1/1/2016,7
Marlon James,24.0,2/1/2016,8
Marlon James,20.0,3/1/2016,9
Marlon James,23.9,4/1/2016,10
Marlon James,12.0,5/1/2016,11
Marlon James,9.1,6/1/2016,12
Marlon James,7.4,7/1/2016,13
Marlon James,5.8,8/1/2016,14
Marlon James,8.3,9/1/2016,15
Marlon James,7.2,10/1/2016,16
Marlon James,6.6,11/1/2016,17
Marlon James,5.5,12/1/2016,18
Marlon James,10.8,1/1/2017,19
Marlon James,4.6,2/1/2017,20
Marlon James,3.5,3/1/2017,21
Marlon James,4.2,4/1/2017,22
Marlon James,4.1,5/1/2017,23
Marlon James,3.4,6/1/2017,24
Marlon James,3.4,7/1/2017,25
Marlon James,3.5,8/1/2017,26
Marlon James,2.6,9/1/2017,27
Marlon James,3.1,10/1/2017,28
Marlon James,2.7,11/1/2017,29
Marlon James,3.1,12/1/2017,30
Marlon James,4.0,1/1/2018,31
Marlon James,3.5,2/1/2018,32
Marlon James,3.6,3/1/2018,33
Marlon James,2.8,4/1/2018,34
Marlon James,2.5,5/1/2018,35
Marlon James,3.0,6/1/2018,36
Marlon James,3.9,7/1/2018,37
Marlon James,2.7,8/1/2018,38
Marlon James,3.1,9/1/2018,39
Marlon James,2.4,10/1/2018,40
Marlon James,3.2,11/1/2018,41
Marlon James,3.5,12/1/2018,42
Marlon James,10.3,1/1/2019,43
Marlon James,24.3,2/1/2019,44
Marlon James,12.5,3/1/2019,45
Marlon James,7.1,4/1/2019,46
Marlon James,7.5,5/1/2019,47
Marlon James,4.2,6/1/2019,48
Marlon James,3.5,7/1/2019,49
Marlon James,4.4,8/1/2019,50
Marlon James,4.0,9/1/2019,51
Marlon James,5.5,10/1/2019,52
Marlon James,5.3,11/1/2019,53
Marlon James,4.5,12/1/2019,54
Marlon James,6.2,1/1/2020,55
Marlon James,4.8,2/1/2020,56
Marlon James,3.9,3/1/2020,57
Marlon James,4.6,4/1/2020,58
Marlon James,4.2,5/1/2020,59
Marlon James,6.1,6/1/2020,60
Marlon James,4.2,7/1/2020,61
Marlon James,3.1,8/1/2020,62
Marlon James,3.6,9/1/2020,63
Marlon James,3.4,10/1/2020,64
Marlon James,3.3,11/1/2020,65
Marlon James,3.2,12/1/2020,66
Marlon James,3.4,1/1/2021,67
Marlon James,3.9,2/1/2021,68
Marlon James,3.4,3/1/2021,69
Marlon James,3.1,4/1/2021,70
Marlon James,4.0,5/1/2021,71
Marlon James,3.3,6/1/2021,72
Marlon James,1.9,7/1/2021,73
Marlon James,2.5,8/1/2021,74
Marlon James,2.7,9/1/2021,75
Marlon James,1.8,10/1/2021,76
Marlon James,3.8,11/1/2021,77
Marlon James,2.5,12/1/2021,78
Marlon James,4.2,1/1/2022,79
Marlon James,10.5,2/1/2022,80
Marlon James,12.5,3/1/2022,81
Nalo Hopkinson,37.8,7/1/2015,1
Nalo Hopkinson,46.0,8/1/2015,2
Nalo Hopkinson,38.1,9/1/2015,3
Nalo Hopkinson,44.3,10/1/2015,4
Nalo Hopkinson,50.8,11/1/2015,5
Nalo Hopkinson,47.5,12/1/2015,6
Nalo Hopkinson,44.0,1/1/2016,7
Nalo Hopkinson,49.4,2/1/2016,8
Nalo Hopkinson,45.6,3/1/2016,9
Nalo Hopkinson,46.9,4/1/2016,10
Nalo Hopkinson,47.4,5/1/2016,11
Nalo Hopkinson,44.2,6/1/2016,12
Nalo Hopkinson,36.3,7/1/2016,13
Nalo Hopkinson,41.7,8/1/2016,14
Nalo Hopkinson,42.1,9/1/2016,15
Nalo Hopkinson,47.2,10/1/2016,16
Nalo Hopkinson,46.6,11/1/2016,17
Nalo Hopkinson,46.0,12/1/2016,18
Nalo Hopkinson,44.3,1/1/2017,19
Nalo Hopkinson,56.3,2/1/2017,20
Nalo Hopkinson,49.2,3/1/2017,21
Nalo Hopkinson,47.2,4/1/2017,22
Nalo Hopkinson,44.5,5/1/2017,23
Nalo Hopkinson,39.1,6/1/2017,24
Nalo Hopkinson,43.2,7/1/2017,25
Nalo Hopkinson,49.9,8/1/2017,26
Nalo Hopkinson,44.2,9/1/2017,27
Nalo Hopkinson,46.9,10/1/2017,28
Nalo Hopkinson,48.4,11/1/2017,29
Nalo Hopkinson,53.4,12/1/2017,30
Nalo Hopkinson,51.3,1/1/2018,31
Nalo Hopkinson,72.2,2/1/2018,32
Nalo Hopkinson,71.2,3/1/2018,33
Nalo Hopkinson,45.1,4/1/2018,34
Nalo Hopkinson,54.3,5/1/2018,35
Nalo Hopkinson,55.9,6/1/2018,36
Nalo Hopkinson,54.4,7/1/2018,37
Nalo Hopkinson,53.1,8/1/2018,38
Nalo Hopkinson,50.9,9/1/2018,39
Nalo Hopkinson,49.2,10/1/2018,40
Nalo Hopkinson,47.3,11/1/2018,41
Nalo Hopkinson,49.2,12/1/2018,42
Nalo Hopkinson,51.4,1/1/2019,43
Nalo Hopkinson,54.5,2/1/2019,44
Nalo Hopkinson,51.7,3/1/2019,45
Nalo Hopkinson,52.5,4/1/2019,46
Nalo Hopkinson,45.9,5/1/2019,47
Nalo Hopkinson,45.9,6/1/2019,48
Nalo Hopkinson,40.4,7/1/2019,49
Nalo Hopkinson,43.1,8/1/2019,50
Nalo Hopkinson,44.8,9/1/2019,51
Nalo Hopkinson,45.5,10/1/2019,52
Nalo Hopkinson,46.2,11/1/2019,53
Nalo Hopkinson,45.9,12/1/2019,54
Nalo Hopkinson,53.4,1/1/2020,55
Nalo Hopkinson,59.8,2/1/2020,56
Nalo Hopkinson,47.8,3/1/2020,57
Nalo Hopkinson,57.0,4/1/2020,58
Nalo Hopkinson,49.5,5/1/2020,59
Nalo Hopkinson,96.7,6/1/2020,60
Nalo Hopkinson,56.9,7/1/2020,61
Nalo Hopkinson,54.6,8/1/2020,62
Nalo Hopkinson,51.5,9/1/2020,63
Nalo Hopkinson,51.0,10/1/2020,64
Nalo Hopkinson,52.9,11/1/2020,65
Nalo Hopkinson,84.9,12/1/2020,66
Nalo Hopkinson,89.2,1/1/2021,67
Nalo Hopkinson,78.7,2/1/2021,68
Nalo Hopkinson,74.8,3/1/2021,69
Nalo Hopkinson,66.2,4/1/2021,70
Nalo Hopkinson,51.0,5/1/2021,71
Nalo Hopkinson,59.2,6/1/2021,72
Nalo Hopkinson,62.9,7/1/2021,73
Nalo Hopkinson,44.6,8/1/2021,74
Nalo Hopkinson,44.1,9/1/2021,75
Nalo Hopkinson,46.5,10/1/2021,76
Nalo Hopkinson,45.9,11/1/2021,77
Nalo Hopkinson,39.8,12/1/2021,78
Nalo Hopkinson,44.9,1/1/2022,79
Nalo Hopkinson,54.6,2/1/2022,80
Nalo Hopkinson,45.0,3/1/2022,81
Nella Larsen,54.9,7/1/2015,1
Nella Larsen,53.9,8/1/2015,2
Nella Larsen,82.9,9/1/2015,3
Nella Larsen,109.6,10/1/2015,4
Nella Larsen,108.0,11/1/2015,5
Nella Larsen,93.2,12/1/2015,6
Nella Larsen,106.9,1/1/2016,7
Nella Larsen,162.0,2/1/2016,8
Nella Larsen,142.4,3/1/2016,9
Nella Larsen,134.7,4/1/2016,10
Nella Larsen,88.0,5/1/2016,11
Nella Larsen,55.0,6/1/2016,12
Nella Larsen,56.0,7/1/2016,13
Nella Larsen,57.1,8/1/2016,14
Nella Larsen,79.1,9/1/2016,15
Nella Larsen,106.5,10/1/2016,16
Nella Larsen,110.8,11/1/2016,17
Nella Larsen,88.1,12/1/2016,18
Nella Larsen,99.3,1/1/2017,19
Nella Larsen,178.1,2/1/2017,20
Nella Larsen,146.2,3/1/2017,21
Nella Larsen,119.0,4/1/2017,22
Nella Larsen,86.2,5/1/2017,23
Nella Larsen,53.0,6/1/2017,24
Nella Larsen,46.2,7/1/2017,25
Nella Larsen,45.4,8/1/2017,26
Nella Larsen,66.9,9/1/2017,27
Nella Larsen,87.3,10/1/2017,28
Nella Larsen,83.5,11/1/2017,29
Nella Larsen,76.5,12/1/2017,30
Nella Larsen,109.1,1/1/2018,31
Nella Larsen,136.1,2/1/2018,32
Nella Larsen,187.7,3/1/2018,33
Nella Larsen,118.8,4/1/2018,34
Nella Larsen,89.9,5/1/2018,35
Nella Larsen,60.1,6/1/2018,36
Nella Larsen,61.2,7/1/2018,37
Nella Larsen,87.9,8/1/2018,38
Nella Larsen,72.5,9/1/2018,39
Nella Larsen,90.9,10/1/2018,40
Nella Larsen,85.3,11/1/2018,41
Nella Larsen,74.4,12/1/2018,42
Nella Larsen,82.4,1/1/2019,43
Nella Larsen,138.0,2/1/2019,44
Nella Larsen,117.0,3/1/2019,45
Nella Larsen,100.1,4/1/2019,46
Nella Larsen,79.4,5/1/2019,47
Nella Larsen,54.6,6/1/2019,48
Nella Larsen,47.8,7/1/2019,49
Nella Larsen,52.8,8/1/2019,50
Nella Larsen,67.7,9/1/2019,51
Nella Larsen,98.0,10/1/2019,52
Nella Larsen,116.0,11/1/2019,53
Nella Larsen,90.7,12/1/2019,54
Nella Larsen,104.8,1/1/2020,55
Nella Larsen,153.4,2/1/2020,56
Nella Larsen,100.8,3/1/2020,57
Nella Larsen,127.8,4/1/2020,58
Nella Larsen,116.6,5/1/2020,59
Nella Larsen,278.5,6/1/2020,60
Nella Larsen,223.4,7/1/2020,61
Nella Larsen,213.2,8/1/2020,62
Nella Larsen,176.6,9/1/2020,63
Nella Larsen,176.2,10/1/2020,64
Nella Larsen,158.1,11/1/2020,65
Nella Larsen,152.5,12/1/2020,66
Nella Larsen,218.9,1/1/2021,67
Nella Larsen,337.5,2/1/2021,68
Nella Larsen,242.3,3/1/2021,69
Nella Larsen,174.8,4/1/2021,70
Nella Larsen,161.4,5/1/2021,71
Nella Larsen,112.4,6/1/2021,72
Nella Larsen,188.8,7/1/2021,73
Nella Larsen,120.8,8/1/2021,74
Nella Larsen,434.3,9/1/2021,75
Nella Larsen,547.0,10/1/2021,76
Nella Larsen,1817.4,11/1/2021,77
Nella Larsen,537.9,12/1/2021,78
Nella Larsen,442.5,1/1/2022,79
Nella Larsen,369.3,2/1/2022,80
Nella Larsen,283.0,3/1/2022,81
Octavia E. Butler,354.7,7/1/2015,1
Octavia E. Butler,337.8,8/1/2015,2
Octavia E. Butler,419.1,9/1/2015,3
Octavia E. Butler,357.0,10/1/2015,4
Octavia E. Butler,418.1,11/1/2015,5
Octavia E. Butler,387.2,12/1/2015,6
Octavia E. Butler,648.4,1/1/2016,7
Octavia E. Butler,695.9,2/1/2016,8
Octavia E. Butler,536.1,3/1/2016,9
Octavia E. Butler,469.1,4/1/2016,10
Octavia E. Butler,409.4,5/1/2016,11
Octavia E. Butler,390.0,6/1/2016,12
Octavia E. Butler,541.5,7/1/2016,13
Octavia E. Butler,438.0,8/1/2016,14
Octavia E. Butler,432.0,9/1/2016,15
Octavia E. Butler,455.9,10/1/2016,16
Octavia E. Butler,525.1,11/1/2016,17
Octavia E. Butler,536.2,12/1/2016,18
Octavia E. Butler,603.8,1/1/2017,19
Octavia E. Butler,775.8,2/1/2017,20
Octavia E. Butler,626.4,3/1/2017,21
Octavia E. Butler,637.0,4/1/2017,22
Octavia E. Butler,523.0,5/1/2017,23
Octavia E. Butler,570.9,6/1/2017,24
Octavia E. Butler,912.5,7/1/2017,25
Octavia E. Butler,770.1,8/1/2017,26
Octavia E. Butler,567.5,9/1/2017,27
Octavia E. Butler,581.2,10/1/2017,28
Octavia E. Butler,613.2,11/1/2017,29
Octavia E. Butler,654.5,12/1/2017,30
Octavia E. Butler,747.8,1/1/2018,31
Octavia E. Butler,979.0,2/1/2018,32
Octavia E. Butler,729.1,3/1/2018,33
Octavia E. Butler,693.1,4/1/2018,34
Octavia E. Butler,617.7,5/1/2018,35
Octavia E. Butler,15745.7,6/1/2018,36
Octavia E. Butler,943.8,7/1/2018,37
Octavia E. Butler,693.6,8/1/2018,38
Octavia E. Butler,572.0,9/1/2018,39
Octavia E. Butler,590.3,10/1/2018,40
Octavia E. Butler,618.0,11/1/2018,41
Octavia E. Butler,608.1,12/1/2018,42
Octavia E. Butler,635.3,1/1/2019,43
Octavia E. Butler,870.9,2/1/2019,44
Octavia E. Butler,751.4,3/1/2019,45
Octavia E. Butler,664.7,4/1/2019,46
Octavia E. Butler,621.2,5/1/2019,47
Octavia E. Butler,688.3,6/1/2019,48
Octavia E. Butler,586.5,7/1/2019,49
Octavia E. Butler,593.5,8/1/2019,50
Octavia E. Butler,593.0,9/1/2019,51
Octavia E. Butler,618.3,10/1/2019,52
Octavia E. Butler,648.0,11/1/2019,53
Octavia E. Butler,659.0,12/1/2019,54
Octavia E. Butler,817.6,1/1/2020,55
Octavia E. Butler,931.2,2/1/2020,56
Octavia E. Butler,833.9,3/1/2020,57
Octavia E. Butler,876.3,4/1/2020,58
Octavia E. Butler,928.9,5/1/2020,59
Octavia E. Butler,1917.4,6/1/2020,60
Octavia E. Butler,1400.3,7/1/2020,61
Octavia E. Butler,1196.6,8/1/2020,62
Octavia E. Butler,1590.5,9/1/2020,63
Octavia E. Butler,1125.8,10/1/2020,64
Octavia E. Butler,1080.5,11/1/2020,65
Octavia E. Butler,1027.7,12/1/2020,66
Octavia E. Butler,1311.6,1/1/2021,67
Octavia E. Butler,3135.1,2/1/2021,68
Octavia E. Butler,3125.8,3/1/2021,69
Octavia E. Butler,1376.5,4/1/2021,70
Octavia E. Butler,1117.8,5/1/2021,71
Octavia E. Butler,1314.9,6/1/2021,72
Octavia E. Butler,1084.7,7/1/2021,73
Octavia E. Butler,1087.9,8/1/2021,74
Octavia E. Butler,1048.0,9/1/2021,75
Octavia E. Butler,999.7,10/1/2021,76
Octavia E. Butler,898.6,11/1/2021,77
Octavia E. Butler,892.0,12/1/2021,78
Octavia E. Butler,1019.7,1/1/2022,79
Octavia E. Butler,1432.0,2/1/2022,80
Octavia E. Butler,1267.5,3/1/2022,81
Paul Beatty,42.5,7/1/2015,1
Paul Beatty,35.8,8/1/2015,2
Paul Beatty,34.0,9/1/2015,3
Paul Beatty,33.5,10/1/2015,4
Paul Beatty,27.8,11/1/2015,5
Paul Beatty,112.5,12/1/2015,6
Paul Beatty,61.6,1/1/2016,7
Paul Beatty,60.5,2/1/2016,8
Paul Beatty,125.7,3/1/2016,9
Paul Beatty,73.6,4/1/2016,10
Paul Beatty,61.2,5/1/2016,11
Paul Beatty,66.7,6/1/2016,12
Paul Beatty,72.4,7/1/2016,13
Paul Beatty,68.5,8/1/2016,14
Paul Beatty,107.8,9/1/2016,15
Paul Beatty,1280.1,10/1/2016,16
Paul Beatty,559.7,11/1/2016,17
Paul Beatty,648.9,12/1/2016,18
Paul Beatty,609.5,1/1/2017,19
Paul Beatty,460.8,2/1/2017,20
Paul Beatty,425.7,3/1/2017,21
Paul Beatty,369.2,4/1/2017,22
Paul Beatty,323.0,5/1/2017,23
Paul Beatty,269.2,6/1/2017,24
Paul Beatty,251.1,7/1/2017,25
Paul Beatty,232.7,8/1/2017,26
Paul Beatty,224.7,9/1/2017,27
Paul Beatty,282.2,10/1/2017,28
Paul Beatty,171.8,11/1/2017,29
Paul Beatty,168.5,12/1/2017,30
Paul Beatty,189.8,1/1/2018,31
Paul Beatty,166.1,2/1/2018,32
Paul Beatty,153.5,3/1/2018,33
Paul Beatty,155.6,4/1/2018,34
Paul Beatty,151.7,5/1/2018,35
Paul Beatty,128.5,6/1/2018,36
Paul Beatty,147.2,7/1/2018,37
Paul Beatty,131.4,8/1/2018,38
Paul Beatty,126.4,9/1/2018,39
Paul Beatty,141.2,10/1/2018,40
Paul Beatty,108.3,11/1/2018,41
Paul Beatty,114.1,12/1/2018,42
Paul Beatty,137.5,1/1/2019,43
Paul Beatty,124.6,2/1/2019,44
Paul Beatty,104.7,3/1/2019,45
Paul Beatty,96.8,4/1/2019,46
Paul Beatty,97.5,5/1/2019,47
Paul Beatty,103.7,6/1/2019,48
Paul Beatty,101.7,7/1/2019,49
Paul Beatty,107.9,8/1/2019,50
Paul Beatty,99.7,9/1/2019,51
Paul Beatty,104.7,10/1/2019,52
Paul Beatty,105.4,11/1/2019,53
Paul Beatty,103.3,12/1/2019,54
Paul Beatty,116.0,1/1/2020,55
Paul Beatty,113.4,2/1/2020,56
Paul Beatty,91.7,3/1/2020,57
Paul Beatty,119.3,4/1/2020,58
Paul Beatty,120.5,5/1/2020,59
Paul Beatty,204.7,6/1/2020,60
Paul Beatty,144.2,7/1/2020,61
Paul Beatty,113.5,8/1/2020,62
Paul Beatty,103.3,9/1/2020,63
Paul Beatty,100.3,10/1/2020,64
Paul Beatty,134.5,11/1/2020,65
Paul Beatty,107.1,12/1/2020,66
Paul Beatty,120.5,1/1/2021,67
Paul Beatty,124.9,2/1/2021,68
Paul Beatty,112.2,3/1/2021,69
Paul Beatty,102.2,4/1/2021,70
Paul Beatty,101.3,5/1/2021,71
Paul Beatty,93.4,6/1/2021,72
Paul Beatty,97.9,7/1/2021,73
Paul Beatty,92.4,8/1/2021,74
Paul Beatty,98.2,9/1/2021,75
Paul Beatty,91.7,10/1/2021,76
Paul Beatty,90.4,11/1/2021,77
Paul Beatty,77.6,12/1/2021,78
Paul Beatty,101.1,1/1/2022,79
Paul Beatty,105.1,2/1/2022,80
Paul Beatty,95.5,3/1/2022,81
Paul Laurence Dunbar,167.9,7/1/2015,1
Paul Laurence Dunbar,186.3,8/1/2015,2
Paul Laurence Dunbar,265.2,9/1/2015,3
Paul Laurence Dunbar,266.6,10/1/2015,4
Paul Laurence Dunbar,232.0,11/1/2015,5
Paul Laurence Dunbar,215.2,12/1/2015,6
Paul Laurence Dunbar,284.3,1/1/2016,7
Paul Laurence Dunbar,562.4,2/1/2016,8
Paul Laurence Dunbar,296.7,3/1/2016,9
Paul Laurence Dunbar,262.9,4/1/2016,10
Paul Laurence Dunbar,233.3,5/1/2016,11
Paul Laurence Dunbar,188.7,6/1/2016,12
Paul Laurence Dunbar,149.3,7/1/2016,13
Paul Laurence Dunbar,186.9,8/1/2016,14
Paul Laurence Dunbar,252.2,9/1/2016,15
Paul Laurence Dunbar,259.3,10/1/2016,16
Paul Laurence Dunbar,251.6,11/1/2016,17
Paul Laurence Dunbar,218.9,12/1/2016,18
Paul Laurence Dunbar,299.0,1/1/2017,19
Paul Laurence Dunbar,667.6,2/1/2017,20
Paul Laurence Dunbar,340.2,3/1/2017,21
Paul Laurence Dunbar,285.5,4/1/2017,22
Paul Laurence Dunbar,229.3,5/1/2017,23
Paul Laurence Dunbar,193.7,6/1/2017,24
Paul Laurence Dunbar,177.4,7/1/2017,25
Paul Laurence Dunbar,243.5,8/1/2017,26
Paul Laurence Dunbar,259.8,9/1/2017,27
Paul Laurence Dunbar,276.2,10/1/2017,28
Paul Laurence Dunbar,280.7,11/1/2017,29
Paul Laurence Dunbar,226.8,12/1/2017,30
Paul Laurence Dunbar,320.1,1/1/2018,31
Paul Laurence Dunbar,602.3,2/1/2018,32
Paul Laurence Dunbar,322.8,3/1/2018,33
Paul Laurence Dunbar,304.7,4/1/2018,34
Paul Laurence Dunbar,264.7,5/1/2018,35
Paul Laurence Dunbar,221.3,6/1/2018,36
Paul Laurence Dunbar,159.9,7/1/2018,37
Paul Laurence Dunbar,190.9,8/1/2018,38
Paul Laurence Dunbar,252.5,9/1/2018,39
Paul Laurence Dunbar,236.8,10/1/2018,40
Paul Laurence Dunbar,242.6,11/1/2018,41
