author,views
Gayl Jones,48.2
Gayl Jones,43.3
Gayl Jones,42.7
Gayl Jones,42.9
Gayl Jones,50.0
George Schuyler,27.4
George Schuyler,26.0
George Schuyler,35.3
George Schuyler,37.4
George Schuyler,34.8
George Schuyler,28.2
George Schuyler,56.4
George Schuyler,46.0
George Schuyler,36.5
George Schuyler,31.3
George Schuyler,32.1
George Schuyler,26.7
George Schuyler,25.0
George Schuyler,25.8
George Schuyler,32.6
George Schuyler,37.1
George Schuyler,40.8
George Schuyler,34.6
George Schuyler,43.5
George Schuyler,65.1
George Schuyler,43.5
George Schuyler,39.6
George Schuyler,37.0
George Schuyler,29.2
George Schuyler,25.3
George Schuyler,34.1
George Schuyler,38.7
George Schuyler,36.4
George Schuyler,38.1
George Schuyler,34.1
George Schuyler,81.0
George Schuyler,77.3
George Schuyler,50.8
George Schuyler,49.7
George Schuyler,39.4
George Schuyler,36.4
George Schuyler,37.3
George Schuyler,38.9
George Schuyler,37.0
George Schuyler,42.0
George Schuyler,45.6
George Schuyler,34.3
George Schuyler,45.1
George Schuyler,75.5
George Schuyler,49.2
George Schuyler,40.2
George Schuyler,35.4
George Schuyler,32.3
George Schuyler,38.3
George Schuyler,35.9
George Schuyler,36.9
George Schuyler,36.9
George Schuyler,39.2
George Schuyler,35.7
George Schuyler,44.2
George Schuyler,64.1
George Schuyler,44.5
George Schuyler,66.5
George Schuyler,41.8
George Schuyler,73.3
George Schuyler,83.8
George Schuyler,70.7
George Schuyler,59.9
George Schuyler,58.2
George Schuyler,46.4
George Schuyler,44.4
George Schuyler,47.2
George Schuyler,78.1
George Schuyler,62.2
George Schuyler,54.2
George Schuyler,63.2
George Schuyler,61.9
George Schuyler,63.1
George Schuyler,55.8
George Schuyler,49.2
George Schuyler,48.7
George Schuyler,43.6
George Schuyler,42.2
George Schuyler,61.5
George Schuyler,139.5
George Schuyler,75.0
Gloria Naylor,31.6
Gloria Naylor,32.1
Gloria Naylor,38.7
Gloria Naylor,40.1
Gloria Naylor,38.5
Gloria Naylor,37.4
Gloria Naylor,47.2
Gloria Naylor,55.6
Gloria Naylor,45.9
Gloria Naylor,43.4
Gloria Naylor,40.4
Gloria Naylor,33.8
Gloria Naylor,29.9
Gloria Naylor,35.6
Gloria Naylor,38.4
Gloria Naylor,469.1
Gloria Naylor,63.8
Gloria Naylor,71.9
Gloria Naylor,78.8
Gloria Naylor,81.4
Gloria Naylor,56.2
Gloria Naylor,48.9
Gloria Naylor,41.7
Gloria Naylor,34.4
Gloria Naylor,36.4
Gloria Naylor,39.3
Gloria Naylor,57.0
Gloria Naylor,47.8
Gloria Naylor,47.7
Gloria Naylor,44.3
Gloria Naylor,74.9
Gloria Naylor,65.2
Gloria Naylor,47.9
Gloria Naylor,51.6
Gloria Naylor,39.1
Gloria Naylor,34.4
Gloria Naylor,36.9
Gloria Naylor,37.3
Gloria Naylor,44.6
Gloria Naylor,43.3
Gloria Naylor,45.3
Gloria Naylor,41.5
Gloria Naylor,52.7
Gloria Naylor,58.6
Gloria Naylor,47.5
Gloria Naylor,45.8
Gloria Naylor,40.2
Gloria Naylor,37.6
Gloria Naylor,43.1
Gloria Naylor,58.5
Gloria Naylor,50.9
Gloria Naylor,45.4
Gloria Naylor,46.2
Gloria Naylor,43.2
Gloria Naylor,54.3
Gloria Naylor,74.2
Gloria Naylor,38.6
Gloria Naylor,61.3
Gloria Naylor,40.8
Gloria Naylor,70.0
Gloria Naylor,49.9
Gloria Naylor,51.5
Gloria Naylor,53.3
Gloria Naylor,47.2
Gloria Naylor,43.4
Gloria Naylor,40.6
Gloria Naylor,57.0
Gloria Naylor,73.6
Gloria Naylor,62.3
Gloria Naylor,51.9
Gloria Naylor,40.6
Gloria Naylor,36.6
Gloria Naylor,43.9
Gloria Naylor,42.8
Gloria Naylor,44.9
Gloria Naylor,40.2
Gloria Naylor,33.6
Gloria Naylor,38.8
Gloria Naylor,51.9
Gloria Naylor,50.7
Gloria Naylor,54.0
Gwendolyn Brooks,150.4
Gwendolyn Brooks,130.8
Gwendolyn Brooks,190.2
Gwendolyn Brooks,232.1
Gwendolyn Brooks,225.8
Gwendolyn Brooks,196.9
Gwendolyn Brooks,272.2
Gwendolyn Brooks,521.9
Gwendolyn Brooks,305.8
Gwendolyn Brooks,298.0
Gwendolyn Brooks,237.3
Gwendolyn Brooks,175.6
Gwendolyn Brooks,138.5
Gwendolyn Brooks,138.9
Gwendolyn Brooks,198.4
Gwendolyn Brooks,232.2
Gwendolyn Brooks,237.0
Gwendolyn Brooks,231.5
Gwendolyn Brooks,322.0
Gwendolyn Brooks,625.5
Gwendolyn Brooks,366.2
Gwendolyn Brooks,290.2
Gwendolyn Brooks,321.1
Gwendolyn Brooks,419.2
Gwendolyn Brooks,158.6
Gwendolyn Brooks,181.0
Gwendolyn Brooks,224.5
Gwendolyn Brooks,242.2
Gwendolyn Brooks,267.8
Gwendolyn Brooks,225.7
Gwendolyn Brooks,304.8
Gwendolyn Brooks,574.5
Gwendolyn Brooks,334.8
Gwendolyn Brooks,307.4
Gwendolyn Brooks,278.3
Gwendolyn Brooks,239.6
Gwendolyn Brooks,149.3
Gwendolyn Brooks,172.3
Gwendolyn Brooks,195.7
Gwendolyn Brooks,219.2
Gwendolyn Brooks,229.2
Gwendolyn Brooks,210.1
Gwendolyn Brooks,275.0
Gwendolyn Brooks,614.3
Gwendolyn Brooks,295.5
Gwendolyn Brooks,277.1
Gwendolyn Brooks,233.4
Gwendolyn Brooks,195.1
Gwendolyn Brooks,146.0
Gwendolyn Brooks,154.1
Gwendolyn Brooks,199.2
Gwendolyn Brooks,284.6
Gwendolyn Brooks,242.0
Gwendolyn Brooks,202.0
Gwendolyn Brooks,320.4
Gwendolyn Brooks,620.8
Gwendolyn Brooks,256.4
Gwendolyn Brooks,253.0
Gwendolyn Brooks,289.0
Gwendolyn Brooks,388.1
Gwendolyn Brooks,196.4
Gwendolyn Brooks,189.7
Gwendolyn Brooks,236.4
Gwendolyn Brooks,240.3
Gwendolyn Brooks,264.7
Gwendolyn Brooks,203.9
Gwendolyn Brooks,306.3
Gwendolyn Brooks,748.2
Gwendolyn Brooks,338.9
Gwendolyn Brooks,249.6
Gwendolyn Brooks,207.5
Gwendolyn Brooks,189.9
Gwendolyn Brooks,148.5
Gwendolyn Brooks,167.7
Gwendolyn Brooks,277.2
Gwendolyn Brooks,238.7
Gwendolyn Brooks,267.1
Gwendolyn Brooks,251.2
Gwendolyn Brooks,311.6
Gwendolyn Brooks,590.3
Gwendolyn Brooks,526.5
Henry Dumas,31.1
Henry Dumas,27.8
Henry Dumas,20.9
Henry Dumas,41.7
Henry Dumas,23.6
Henry Dumas,19.8
Henry Dumas,21.0
Henry Dumas,33.1
Henry Dumas,22.2
Henry Dumas,22.6
Henry Dumas,20.5
Henry Dumas,20.5
Henry Dumas,30.6
Henry Dumas,23.6
Henry Dumas,21.6
Henry Dumas,27.1
Henry Dumas,23.7
Henry Dumas,19.4
Henry Dumas,21.2
Henry Dumas,25.1
Henry Dumas,21.1
Henry Dumas,20.3
Henry Dumas,18.9
Henry Dumas,15.2
Henry Dumas,18.8
Henry Dumas,19.5
Henry Dumas,17.9
Henry Dumas,27.8
Henry Dumas,80.1
Henry Dumas,19.1
Henry Dumas,22.0
Henry Dumas,26.4
Henry Dumas,24.3
Henry Dumas,22.5
Henry Dumas,22.6
Henry Dumas,17.0
Henry Dumas,21.1
Henry Dumas,17.7
Henry Dumas,23.4
Henry Dumas,20.8
Henry Dumas,23.9
Henry Dumas,24.4
Henry Dumas,22.1
Henry Dumas,29.3
Henry Dumas,25.2
Henry Dumas,37.1
Henry Dumas,24.7
Henry Dumas,24.0
Henry Dumas,25.1
Henry Dumas,229.3
Henry Dumas,31.1
Henry Dumas,26.5
Henry Dumas,27.1
Henry Dumas,24.1
Henry Dumas,27.6
Henry Dumas,38.0
Henry Dumas,21.4
Henry Dumas,23.2
Henry Dumas,40.2
Henry Dumas,114.0
Henry Dumas,53.1
Henry Dumas,45.5
Henry Dumas,39.1
Henry Dumas,42.3
Henry Dumas,32.0
Henry Dumas,33.3
Henry Dumas,42.9
Henry Dumas,46.4
Henry Dumas,40.2
Henry Dumas,48.0
Henry Dumas,48.3
Henry Dumas,28.9
Henry Dumas,24.7
Henry Dumas,23.8
Henry Dumas,26.3
Henry Dumas,26.7
Henry Dumas,31.2
Henry Dumas,26.4
Henry Dumas,26.1
Henry Dumas,33.8
Henry Dumas,20.0
Ishmael Reed,136.3
Ishmael Reed,124.5
Ishmael Reed,82.1
Ishmael Reed,74.0
Ishmael Reed,76.3
Ishmael Reed,70.3
Ishmael Reed,78.3
Ishmael Reed,105.7
Ishmael Reed,77.3
Ishmael Reed,85.0
Ishmael Reed,73.3
Ishmael Reed,102.4
Ishmael Reed,59.4
Ishmael Reed,66.4
Ishmael Reed,75.7
Ishmael Reed,79.5
Ishmael Reed,84.0
Ishmael Reed,88.8
Ishmael Reed,86.6
Ishmael Reed,98.5
Ishmael Reed,86.9
Ishmael Reed,78.9
Ishmael Reed,67.6
Ishmael Reed,65.7
Ishmael Reed,65.4
Ishmael Reed,68.9
Ishmael Reed,69.2
Ishmael Reed,77.5
Ishmael Reed,82.3
Ishmael Reed,73.7
Ishmael Reed,82.4
Ishmael Reed,115.7
Ishmael Reed,100.0
Ishmael Reed,90.3
Ishmael Reed,91.1
Ishmael Reed,77.0
Ishmael Reed,86.1
Ishmael Reed,77.9
Ishmael Reed,75.2
Ishmael Reed,90.7
Ishmael Reed,95.6
Ishmael Reed,90.8
Ishmael Reed,192.2
Ishmael Reed,161.3
Ishmael Reed,129.9
Ishmael Reed,85.5
Ishmael Reed,81.9
Ishmael Reed,127.9
Ishmael Reed,109.1
Ishmael Reed,85.4
Ishmael Reed,87.6
Ishmael Reed,95.6
Ishmael Reed,84.7
Ishmael Reed,84.2
Ishmael Reed,109.2
Ishmael Reed,131.6
Ishmael Reed,90.8
Ishmael Reed,170.9
Ishmael Reed,122.9
Ishmael Reed,296.3
Ishmael Reed,932.7
Ishmael Reed,146.0
Ishmael Reed,123.1
Ishmael Reed,196.8
Ishmael Reed,133.1
Ishmael Reed,117.9
Ishmael Reed,145.6
Ishmael Reed,174.9
Ishmael Reed,163.6
Ishmael Reed,127.2
Ishmael Reed,119.6
Ishmael Reed,174.0
Ishmael Reed,297.5
Ishmael Reed,137.0
Ishmael Reed,112.2
Ishmael Reed,103.6
Ishmael Reed,98.0
Ishmael Reed,96.5
Ishmael Reed,117.9
Ishmael Reed,173.6
Ishmael Reed,105.0
Jacqueline Woodson,104.9
Jacqueline Woodson,70.8
Jacqueline Woodson,103.4
Jacqueline Woodson,109.5
Jacqueline Woodson,99.9
Jacqueline Woodson,78.1
Jacqueline Woodson,106.0
Jacqueline Woodson,151.2
Jacqueline Woodson,114.6
Jacqueline Woodson,122.5
Jacqueline Woodson,87.5
Jacqueline Woodson,67.7
Jacqueline Woodson,60.2
Jacqueline Woodson,297.4
Jacqueline Woodson,164.1
Jacqueline Woodson,221.4
Jacqueline Woodson,152.2
Jacqueline Woodson,128.2
Jacqueline Woodson,297.9
Jacqueline Woodson,223.0
Jacqueline Woodson,148.8
Jacqueline Woodson,117.4
Jacqueline Woodson,119.1
Jacqueline Woodson,87.1
Jacqueline Woodson,78.6
Jacqueline Woodson,84.4
Jacqueline Woodson,105.8
Jacqueline Woodson,130.5
Jacqueline Woodson,153.9
Jacqueline Woodson,98.1
Jacqueline Woodson,166.1
Jacqueline Woodson,195.6
Jacqueline Woodson,325.1
Jacqueline Woodson,297.4
Jacqueline Woodson,152.4
Jacqueline Woodson,127.9
Jacqueline Woodson,102.7
Jacqueline Woodson,99.9
Jacqueline Woodson,215.3
Jacqueline Woodson,139.5
Jacqueline Woodson,121.7
Jacqueline Woodson,109.0
Jacqueline Woodson,155.6
Jacqueline Woodson,181.6
Jacqueline Woodson,146.1
Jacqueline Woodson,156.4
Jacqueline Woodson,129.2
Jacqueline Woodson,87.6
Jacqueline Woodson,86.5
Jacqueline Woodson,102.2
Jacqueline Woodson,296.1
Jacqueline Woodson,352.7
Jacqueline Woodson,268.3
Jacqueline Woodson,214.0
Jacqueline Woodson,236.4
Jacqueline Woodson,239.3
Jacqueline Woodson,190.4
Jacqueline Woodson,182.8
Jacqueline Woodson,187.7
Jacqueline Woodson,285.9
Jacqueline Woodson,189.4
Jacqueline Woodson,193.8
Jacqueline Woodson,306.5
Jacqueline Woodson,300.4
Jacqueline Woodson,204.5
Jacqueline Woodson,171.6
Jacqueline Woodson,241.6
Jacqueline Woodson,373.3
Jacqueline Woodson,281.4
Jacqueline Woodson,216.8
Jacqueline Woodson,178.1
Jacqueline Woodson,142.8
Jacqueline Woodson,115.2
Jacqueline Woodson,145.0
Jacqueline Woodson,159.8
Jacqueline Woodson,148.4
Jacqueline Woodson,141.2
Jacqueline Woodson,123.6
Jacqueline Woodson,208.3
Jacqueline Woodson,303.6
Jacqueline Woodson,279.0
James Baldwin,1527.7
James Baldwin,1558.3
James Baldwin,1289.8
James Baldwin,2020.8
James Baldwin,1677.6
James Baldwin,1523.4
James Baldwin,1517.9
James Baldwin,2381.0
James Baldwin,1593.8
James Baldwin,1319.0
James Baldwin,1229.4
James Baldwin,1045.1
James Baldwin,1353.8
James Baldwin,1650.2
James Baldwin,1581.3
James Baldwin,1513.5
James Baldwin,1975.4
James Baldwin,1962.9
James Baldwin,4276.5
James Baldwin,12911.5
James Baldwin,5304.4
James Baldwin,3590.2
James Baldwin,4449.6
James Baldwin,3439.1
James Baldwin,3212.6
James Baldwin,3816.5
James Baldwin,2886.0
James Baldwin,2691.7
James Baldwin,2314.9
James Baldwin,2246.3
James Baldwin,5575.0
James Baldwin,6170.3
James Baldwin,2671.6
James Baldwin,2624.1
James Baldwin,2282.4
James Baldwin,2090.7
James Baldwin,1922.4
James Baldwin,4471.6
James Baldwin,2576.2
James Baldwin,2406.8
James Baldwin,2286.0
James Baldwin,3336.8
James Baldwin,5386.2
James Baldwin,7557.9
James Baldwin,3452.4
James Baldwin,2574.7
James Baldwin,2159.4
James Baldwin,1874.0
James Baldwin,1736.7
James Baldwin,3224.1
James Baldwin,2280.7
James Baldwin,2134.5
James Baldwin,2070.2
James Baldwin,2023.9
James Baldwin,2139.1
James Baldwin,4037.5
James Baldwin,1890.7
James Baldwin,2309.3
James Baldwin,4242.5
James Baldwin,23025.3
James Baldwin,11171.2
James Baldwin,7392.7
James Baldwin,4406.6
James Baldwin,4651.2
James Baldwin,5252.9
James Baldwin,3760.2
James Baldwin,6209.0
James Baldwin,7600.7
James Baldwin,4656.3
James Baldwin,3870.9
James Baldwin,3116.9
James Baldwin,4200.6
James Baldwin,2771.9
James Baldwin,2944.2
James Baldwin,2361.8
James Baldwin,3495.0
James Baldwin,2788.1
James Baldwin,2312.5
James Baldwin,2975.6
James Baldwin,4591.1
James Baldwin,3387.5
James Weldon Johnson,143.2
James Weldon Johnson,135.0
James Weldon Johnson,186.1
James Weldon Johnson,231.7
James Weldon Johnson,238.7
James Weldon Johnson,213.7
James Weldon Johnson,309.4
James Weldon Johnson,703.6
James Weldon Johnson,322.9
James Weldon Johnson,285.5
James Weldon Johnson,230.6
James Weldon Johnson,174.7
James Weldon Johnson,136.3
James Weldon Johnson,150.3
James Weldon Johnson,271.9
James Weldon Johnson,250.6
James Weldon Johnson,243.5
James Weldon Johnson,229.1
James Weldon Johnson,328.2
James Weldon Johnson,743.4
James Weldon Johnson,343.6
James Weldon Johnson,263.7
James Weldon Johnson,230.3
James Weldon Johnson,186.3
James Weldon Johnson,179.3
James Weldon Johnson,154.9
James Weldon Johnson,232.6
James Weldon Johnson,284.8
James Weldon Johnson,243.7
James Weldon Johnson,207.9
James Weldon Johnson,346.2
James Weldon Johnson,706.0
James Weldon Johnson,336.0
James Weldon Johnson,356.1
James Weldon Johnson,247.9
James Weldon Johnson,200.6
James Weldon Johnson,164.9
James Weldon Johnson,199.0
James Weldon Johnson,195.4
James Weldon Johnson,224.8
James Weldon Johnson,223.9
James Weldon Johnson,191.5
James Weldon Johnson,326.7
James Weldon Johnson,681.8
James Weldon Johnson,304.1
James Weldon Johnson,310.9
James Weldon Johnson,239.9
James Weldon Johnson,210.7
James Weldon Johnson,188.0
James Weldon Johnson,180.0
James Weldon Johnson,202.8
James Weldon Johnson,219.0
James Weldon Johnson,221.3
James Weldon Johnson,194.3
James Weldon Johnson,322.5
James Weldon Johnson,670.8
James Weldon Johnson,260.6
James Weldon Johnson,227.7
James Weldon Johnson,214.3
James Weldon Johnson,739.6
James Weldon Johnson,1781.9
James Weldon Johnson,349.4
James Weldon Johnson,705.1
James Weldon Johnson,293.6
James Weldon Johnson,260.5
James Weldon Johnson,280.8
James Weldon Johnson,392.5
James Weldon Johnson,843.0
James Weldon Johnson,378.4
James Weldon Johnson,271.0
James Weldon Johnson,250.4
James Weldon Johnson,355.0
James Weldon Johnson,582.5
James Weldon Johnson,191.6
James Weldon Johnson,361.1
James Weldon Johnson,233.6
James Weldon Johnson,255.8
James Weldon Johnson,193.2
James Weldon Johnson,290.8
James Weldon Johnson,784.0
James Weldon Johnson,492.0
Jean Toomer,58.9
Jean Toomer,61.0
Jean Toomer,81.5
Jean Toomer,95.7
Jean Toomer,99.8
Jean Toomer,94.0
Jean Toomer,104.7
Jean Toomer,181.6
Jean Toomer,142.3
Jean Toomer,121.8
Jean Toomer,98.8
Jean Toomer,65.8
Jean Toomer,57.1
Jean Toomer,60.8
Jean Toomer,87.8
Jean Toomer,99.7
Jean Toomer,103.6
Jean Toomer,139.2
Jean Toomer,119.1
Jean Toomer,183.0
Jean Toomer,129.3
Jean Toomer,100.3
Jean Toomer,81.9
Jean Toomer,56.0
Jean Toomer,54.6
Jean Toomer,54.6
Jean Toomer,76.4
Jean Toomer,106.5
Jean Toomer,101.4
Jean Toomer,98.5
Jean Toomer,106.0
Jean Toomer,163.0
Jean Toomer,117.0
Jean Toomer,108.0
Jean Toomer,95.6
Jean Toomer,61.8
Jean Toomer,59.0
Jean Toomer,62.0
Jean Toomer,88.3
Jean Toomer,91.7
Jean Toomer,93.5
Jean Toomer,165.1
Jean Toomer,131.5
Jean Toomer,154.5
Jean Toomer,109.2
Jean Toomer,107.1
Jean Toomer,81.7
Jean Toomer,59.4
Jean Toomer,66.0
Jean Toomer,72.8
Jean Toomer,80.7
Jean Toomer,92.1
Jean Toomer,94.1
Jean Toomer,88.1
Jean Toomer,112.2
Jean Toomer,168.5
Jean Toomer,121.8
Jean Toomer,118.9
Jean Toomer,97.8
Jean Toomer,168.1
Jean Toomer,126.8
Jean Toomer,94.2
Jean Toomer,112.3
Jean Toomer,119.6
Jean Toomer,107.5
Jean Toomer,105.8
Jean Toomer,116.9
Jean Toomer,168.3
Jean Toomer,145.4
Jean Toomer,122.0
Jean Toomer,102.9
Jean Toomer,82.2
Jean Toomer,67.3
Jean Toomer,59.2
Jean Toomer,79.4
Jean Toomer,86.2
Jean Toomer,95.9
Jean Toomer,77.8
Jean Toomer,97.5
Jean Toomer,148.1
Jean Toomer,130.0
Jesmyn Ward,43.5
Jesmyn Ward,85.7
Jesmyn Ward,61.0
Jesmyn Ward,46.3
Jesmyn Ward,46.3
Jesmyn Ward,40.7
Jesmyn Ward,38.9
Jesmyn Ward,71.3
Jesmyn Ward,44.4
Jesmyn Ward,48.5
Jesmyn Ward,40.1
Jesmyn Ward,31.5
Jesmyn Ward,40.1
Jesmyn Ward,95.2
Jesmyn Ward,57.8
Jesmyn Ward,41.8
Jesmyn Ward,41.1
Jesmyn Ward,43.2
Jesmyn Ward,44.4
Jesmyn Ward,58.2
Jesmyn Ward,52.2
Jesmyn Ward,47.9
Jesmyn Ward,48.0
Jesmyn Ward,58.5
Jesmyn Ward,63.7
Jesmyn Ward,137.5
Jesmyn Ward,490.8
Jesmyn Ward,661.8
Jesmyn Ward,749.3
Jesmyn Ward,432.5
Jesmyn Ward,626.8
Jesmyn Ward,479.9
Jesmyn Ward,346.1
Jesmyn Ward,477.9
Jesmyn Ward,521.6
Jesmyn Ward,292.3
Jesmyn Ward,292.6
Jesmyn Ward,333.0
Jesmyn Ward,239.4
Jesmyn Ward,233.2
Jesmyn Ward,227.9
Jesmyn Ward,219.8
Jesmyn Ward,240.9
Jesmyn Ward,269.0
Jesmyn Ward,218.0
Jesmyn Ward,196.3
Jesmyn Ward,169.0
Jesmyn Ward,164.7
Jesmyn Ward,161.2
Jesmyn Ward,215.0
Jesmyn Ward,195.1
Jesmyn Ward,187.9
Jesmyn Ward,181.3
Jesmyn Ward,164.3
Jesmyn Ward,201.0
Jesmyn Ward,184.9
Jesmyn Ward,147.5
Jesmyn Ward,171.3
Jesmyn Ward,164.0
Jesmyn Ward,405.8
Jesmyn Ward,238.2
Jesmyn Ward,193.5
Jesmyn Ward,1924.6
Jesmyn Ward,267.3
Jesmyn Ward,273.0
Jesmyn Ward,248.7
Jesmyn Ward,258.8
Jesmyn Ward,278.9
Jesmyn Ward,210.9
Jesmyn Ward,192.6
Jesmyn Ward,165.8
Jesmyn Ward,141.1
Jesmyn Ward,143.6
Jesmyn Ward,126.9
Jesmyn Ward,127.5
Jesmyn Ward,133.1
Jesmyn Ward,126.2
Jesmyn Ward,113.4
Jesmyn Ward,129.8
Jesmyn Ward,178.9
Jesmyn Ward,156.0
John A. Williams,1.6
John A. Williams,1.6
John A. Williams,1.8
John A. Williams,0.8
John A. Williams,0.9
John A. Williams,1.4
John A. Williams,1.1
John A. Williams,1.9
John A. Williams,1.3
John A. Williams,1.6
John A. Williams,1.3
John A. Williams,1.9
John A. Williams,1.5
John A. Williams,1.5
John A. Williams,1.7
John A. Williams,0.7
John A. Williams,1.4
John A. Williams,1.9
John A. Williams,1.2
John A. Williams,1.4
John A. Williams,0.9
John A. Williams,1.3
John A. Williams,0.9
John A. Williams,0.9
John A. Williams,1.1
John A. Williams,0.8
John A. Williams,0.8
John A. Williams,0.8
John A. Williams,1.3
John A. Williams,1.2
John A. Williams,1.5
John A. Williams,0.9
John A. Williams,1.0
John A. Williams,1.1
John A. Williams,1.1
John A. Williams,0.6
John A. Williams,0.8
John A. Williams,0.8
John A. Williams,0.8
John A. Williams,0.8
John A. Williams,0.6
John A. Williams,0.9
John A. Williams,0.7
John A. Williams,0.8
John A. Williams,1.4
John A. Williams,1.1
John A. Williams,0.7
John A. Williams,0.6
John A. Williams,0.7
John A. Williams,0.8
John A. Williams,1.0
John A. Williams,1.0
John A. Williams,1.1
John A. Williams,0.9
John A. Williams,1.5
John A. Williams,1.0
John A. Williams,0.8
John A. Williams,0.7
John A. Williams,0.6
John A. Williams,0.5
John A. Williams,0.4
John A. Williams,0.5
John A. Williams,0.8
John A. Williams,0.3
John A. Williams,0.1
John A. Williams,0.3
John A. Williams,0.3
John A. Williams,0.4
John A. Williams,0.1
John A. Williams,0.1
John A. Williams,0.3
John A. Williams,0.2
John A. Williams,0.2
John A. Williams,0.1
John A. Williams,0.3
John A. Williams,0.4
John A. Williams,0.4
John A. Williams,0.4
John A. Williams,0.2
John A. Williams,0.3
John A. Williams,0.0
John Oliver Killens,11.4
John Oliver Killens,11.6
John Oliver Killens,13.8
John Oliver Killens,11.8
John Oliver Killens,12.5
John Oliver Killens,12.3
John Oliver Killens,14.2
John Oliver Killens,17.2
John Oliver Killens,14.4
John Oliver Killens,11.3
John Oliver Killens,12.6
John Oliver Killens,9.5
John Oliver Killens,10.3
John Oliver Killens,13.0
John Oliver Killens,10.3
John Oliver Killens,11.5
John Oliver Killens,15.5
John Oliver Killens,14.2
John Oliver Killens,13.8
John Oliver Killens,25.0
John Oliver Killens,18.2
John Oliver Killens,15.3
John Oliver Killens,17.2
John Oliver Killens,12.7
John Oliver Killens,11.8
John Oliver Killens,12.0
John Oliver Killens,9.8
John Oliver Killens,14.6
John Oliver Killens,15.3
John Oliver Killens,11.0
John Oliver Killens,13.5
John Oliver Killens,21.3
John Oliver Killens,14.9
John Oliver Killens,38.3
John Oliver Killens,13.1
John Oliver Killens,12.3
John Oliver Killens,10.5
John Oliver Killens,12.0
John Oliver Killens,13.6
John Oliver Killens,19.0
John Oliver Killens,13.9
John Oliver Killens,15.1
John Oliver Killens,17.5
John Oliver Killens,24.3
John Oliver Killens,20.2
John Oliver Killens,18.5
John Oliver Killens,11.8
John Oliver Killens,9.8
John Oliver Killens,10.2
John Oliver Killens,11.9
John Oliver Killens,10.6
John Oliver Killens,11.1
John Oliver Killens,11.0
John Oliver Killens,9.2
John Oliver Killens,14.0
John Oliver Killens,16.1
John Oliver Killens,11.5
John Oliver Killens,17.9
John Oliver Killens,13.0
John Oliver Killens,24.0
John Oliver Killens,15.7
John Oliver Killens,13.5
John Oliver Killens,13.9
John Oliver Killens,11.7
John Oliver Killens,14.8
John Oliver Killens,11.1
John Oliver Killens,16.1
John Oliver Killens,23.3
John Oliver Killens,15.6
John Oliver Killens,11.6
John Oliver Killens,14.3
John Oliver Killens,12.3
John Oliver Killens,18.5
John Oliver Killens,20.0
John Oliver Killens,13.7
John Oliver Killens,10.7
John Oliver Killens,10.3
John Oliver Killens,9.3
John Oliver Killens,14.7
John Oliver Killens,18.4
John Oliver Killens,8.0
Langston Hughes,1381.9
Langston Hughes,1310.7
Langston Hughes,1760.3
Langston Hughes,1837.5
Langston Hughes,1917.1
Langston Hughes,1753.6
Langston Hughes,2317.6
Langston Hughes,4395.4
Langston Hughes,2479.1
Langston Hughes,2267.8
Langston Hughes,1913.3
Langston Hughes,1295.7
Langston Hughes,1170.6
Langston Hughes,1285.5
Langston Hughes,2062.2
Langston Hughes,1983.0
Langston Hughes,2384.1
Langston Hughes,1742.3
Langston Hughes,2516.2
Langston Hughes,5013.1
Langston Hughes,2584.6
Langston Hughes,1946.9
Langston Hughes,1825.0
Langston Hughes,1121.8
Langston Hughes,1055.5
Langston Hughes,1153.5
Langston Hughes,1712.0
Langston Hughes,2292.5
Langston Hughes,2040.3
Langston Hughes,1828.1
Langston Hughes,3074.5
Langston Hughes,5063.1
Langston Hughes,2928.0
Langston Hughes,2558.6
Langston Hughes,2050.7
Langston Hughes,1227.9
Langston Hughes,1520.6
Langston Hughes,1634.6
Langston Hughes,1785.9
Langston Hughes,1756.0
Langston Hughes,1775.0
Langston Hughes,1488.9
Langston Hughes,2447.1
Langston Hughes,5569.6
Langston Hughes,2630.0
Langston Hughes,2111.9
Langston Hughes,1790.7
Langston Hughes,1286.3
Langston Hughes,1478.0
Langston Hughes,1464.3
Langston Hughes,1716.1
Langston Hughes,1757.0
Langston Hughes,2166.3
Langston Hughes,1483.1
Langston Hughes,2196.2
Langston Hughes,4283.3
Langston Hughes,1972.6
Langston Hughes,1881.4
Langston Hughes,1811.8
Langston Hughes,3694.7
Langston Hughes,2047.0
Langston Hughes,1610.0
Langston Hughes,2538.9
Langston Hughes,2030.5
Langston Hughes,2039.8
Langston Hughes,1661.8
Langston Hughes,2246.3
Langston Hughes,4454.0
Langston Hughes,2259.1
Langston Hughes,1840.1
Langston Hughes,1666.7
Langston Hughes,1335.5
Langston Hughes,1319.8
Langston Hughes,1181.0
Langston Hughes,1913.7
Langston Hughes,1784.5
Langston Hughes,1721.9
Langston Hughes,1398.2
Langston Hughes,1685.5
Langston Hughes,3473.4
Langston Hughes,2624.5
Margaret Walker,53.3
Margaret Walker,43.6
Margaret Walker,48.9
Margaret Walker,47.2
Margaret Walker,43.9
Margaret Walker,43.5
Margaret Walker,44.8
Margaret Walker,85.5
Margaret Walker,69.5
Margaret Walker,58.1
Margaret Walker,42.4
Margaret Walker,54.3
Margaret Walker,51.3
Margaret Walker,49.7
Margaret Walker,48.4
Margaret Walker,53.6
Margaret Walker,51.8
Margaret Walker,43.7
Margaret Walker,55.3
Margaret Walker,97.4
